,original_sents,sentences,weights
210,found this eatery by chance.,eatery chance,12.3890863308
1098,"as said previously don't be put off by the size of the eatery, it packs a big punch.",size eatery punch,12.3890863308
912,found this place while searching for an italian restaurant on an app.,place restaurant app,12.3890863308
1275,as we walked from the tube station at 6pm towards fiddie's we passed several restaurants which were virtually empty.,tube station towards restaurants,12.3890863308
0,totally 100% recommend this restaurant and book a table so your not disappointed when you cant get in as its very popular!,% recommend restaurant book table,12.3890863308
1320,came to london for a weekend get a way and was advised to go to this restaurant.,weekend way restaurant,12.3890863308
625,you cannot get that kind of service that they offer in the large chain restaurants.,kind service chain restaurants,12.3890863308
428,and skipped gnocchi (fiddie: why would anyone eat gnocchi?,gnocchi fiddie anyone gnocchi,12.3751166426
614,"he cracked several jokes during my visit such as taking the food away from you, which might rub certain people the wrong way, but it was highly evident that he was only joking and it was all done in good nature.",jokes visit food people way nature,12.3679724545
137,great italian in swiss cottage area.,cottage area,12.3590966772
1177,"we managed to grab the last table and were thrilled that we did.first class, friendly service from neo and team is matched by reasonably priced and very tasty food.",table class service neo team food,12.3513324972
629,"pretty much better the fratelli la bufala and bravi ragazzi, no competition with franco manca: it'll loose.",la bufala bravi ragazzi competition manca,12.3428725576
1215,thanks a lots for the lovely dinner!,thanks lots dinner,12.3426996989
522,"i'm so glad we did, the food was excellent, the service great and the menu is very reasonably priced.",i food service menu,12.3403707737
1135,friendly staff that make you feel welcome and part of the family and authentic italian food that you can almost see being cooked.,staff part family food,12.333601617
753,"in a nutshell, excellent service, excellent food and excellent company!!",nutshell service food company,12.332690732
978,"he gave great recommendations, food was super fresh!",recommendations food,12.3254270138
170,and now you can delivery with deliveroo - winning!!,delivery deliveroo winning,12.3211004112
655,much love for the team in the kitchen who regularly pop out to give their recommendations.,love team kitchen recommendations,12.3175862384
724,"with a mouth watering smell of italian cooking, couldn't wait for the food to be served.",mouth smell cooking food,12.3105253051
1227,"one of the hardest things is finding good, healthy food as good as the best you can cook at home.",things food home,12.3078255259
1125,lovely staff and good food in generous servings.,staff food servings,12.2945303642
440,"went here after hampstead theatre, need to book as packed out.",hampstead theatre book,12.2821022038
209,we needed to find somewhere for a quick eat before heading to hampstead theatre and this place was perfect.,eat theatre place,12.2821022038
221,he came straight to advise of the evening specials.,evening specials,12.2759042667
256,"to give a feel for the prices on the menu, you are looking at £4.50 to £8.50 for a starter, with most of these being in the £6-7 price range.",feel prices menu £4.50 starter price range,12.2746347219
331,"if you like fresh, delicious italian food, and lots of it, this is the place to go.",food lots place,12.2702879399
1126,"staff was super friendly and the food was fresh and tasty
the first sight does not inspire confidence.",staff food sight confidence,12.2669854554
532,i liked it so much i went twice in one week.,i i week,12.2668045701
465,it was super hot in general this week and neo could see i was struggling and turned the aircon on for me.,hot week neo i aircon,12.2668045701
741,finally made it here last night and sorry i had waited so long.,night sorry i,12.2668045701
501,"i travel to london often alone and it can be a little daunting , dining in the eve.",i daunting eve,12.2668045701
1094,"always a good sign, it was completely full when we turned up on the spur of the moment at about 8:30 on sunday evening.",sign spur moment evening,12.252682785
85,"brilliant and very friendly service, excellent food, well worth a visit if you find yourself on the finchley road.",brilliant service food visit finchley road,12.2521628692
347,the food is amazing the price even better and the service comes with a smile and a few jokes thrown in.,food price service smile jokes,12.2443117402
765,"finally, they have many orders from deliveroo and that may slowdown the kitchen but only occasionally.",orders deliveroo slowdown kitchen,12.2399213552
40,"he has already won some awards, even though he has only been open a couple of months.",awards couple months,12.2320278789
611,"great italien food, friendly atmosphere, good prices and outstanding service.",italien food prices service,12.2312766271
909,this place has ok prices and all the food is made fresh to order.,place prices food order,12.2312766271
374,"amazing food, friendly staff, reasonable prices and neo is always ready with a joke or two!",food staff prices neo joke,12.2312766271
357,"good food, service and affordable prices.",food service prices,12.2312766271
377,the food was good by any standard and excellent for the prices.,food standard excellent prices,12.2312766271
338,nice food and nice people i hope to visit fiddies when i am back to london someday!,food people fiddies i someday,12.2213231547
540,i have paid a lot more up west for so called italian food.,i lot west food,12.2213231547
519,i love getting food delivered from fiddies and everyone is always very nice.,i food fiddies everyone,12.2213231547
322,the food is the best italian food i've tasted in a very long while.,food food i,12.2213231547
517,i am full italian and am picky about eating italian food out.,i food,12.2213231547
288,"@fiddie's
i am not really a fan of italian food but i went here begrudgingly as my partner loves italian.",fiddie's i fan food i partner,12.2213231547
186,fantastic dinner at a packed out fiddies last night (perhaps book ahead!).,dinner fiddies night book,12.2118359276
492,i have to give the chef 10/10.,i chef,12.2082916074
312,excellent food and great background music.,food background music,12.207557193
1257,will definitely return for the tiramisu.,tiramisu,12.1937401029
1337,"delicious wine, mouth watering food and superb hospitality.",wine mouth food superb hospitality,12.1888605776
1205,thank you fiddie for an amazing friday evening!,thank friday evening,12.1834712367
258,they treat you like family- felt like we stepped into the family kitchen.,felt family kitchen,12.1605576105
711,we started with minestrone soup which was piping hot and most delicious served with toasted bread.,minestrone soup bread,12.1597264975
16,"anything goes for a pair of 21 year olds, but honestly this was great!",anything pair year olds,12.1583046209
198,the charming dispute that followed was finalised as we insisted on our right to provide tip at our discretion which produced a happy ending.,dispute right tip discretion,12.1484928472
320,food very fresh and lovely flavours.,food flavours,12.1401597414
189,went in for dinner after seeing the ratings and the comments.,dinner ratings comments,12.1285838066
115,"we were told that the chef makes it from scratch with proper belgian chocolate, no wonder it was so delicious.",chef scratch chocolate wonder,12.1217864363
964,"the quality of the food was very good, and exceed my expectations.",quality food expectations,12.1108995505
351,"we frequently travel to italy so we know our food , reviews aren't always accurate, but in fiddies case they more than sufficed , amazing friendly service , food superb and i mean superb !!!",food reviews fiddies case service food superb superb,12.1073274282
350,"all the food was great quality, nicely presented, served quickly, and excellent value for money.",food quality value money,12.1037840272
382,the food was exceptional and fantastic value for money.,food value money,12.1037840272
363,fantastic food & service and also very good value for money.,food service value money,12.1037840272
1036,facing a major road so can be a lot of noise.,road lot noise,12.0859248656
1186,we then started to notice that the tables that arrived after us was getting their food before us.,tables food,12.042665701
57,"the 'cheese' bit was delicious, as was the just perfectly sweet and sour topping.",bit topping,12.0401910462
498,"i suggest main courses such as parmigiana, scoglio and mushrooms.",i courses parmigiana scoglio mushrooms,12.0355829667
1151,"the starter (avocado tartar for £6.50) was absolutely fantastic, highly recommend!",starter tartar £6.50 recommend,12.0329531569
1321,came two weeks ago for my mother-in-laws birthday and couldn't keep away.,weeks birthday,12.024282925
972,"*with a wide range suitable for vegetarians too, along with gluten free options!",range vegetarians options,12.0223886215
431,"after a very warm greeting, we were soon presented with the menu that would surely suit all tastes.",greeting menu tastes,11.9934135637
738,went to fiddie's last night.,night,11.9929950463
1340,"no wonder those who hadn't booked last saturday night, were happily waiting outside, or came back after having a drink elsewhere.",wonder night drink,11.9929950463
1179,"as they were booked up online, we rang and got a table for 2 on a sat night.",table night,11.9929950463
749,we booked short notice for a saturday night and the place was certainly busy when we arrived.,notice night place,11.9929950463
61,but make sure to book in advance as people were queuing for a table on saturday night!,book advance people table night,11.9929950463
283,had noticed fiddie's is normally busy which is a good sign since it opened over a year ago.,fiddie sign year,11.9929950463
1252,he is extremely friendly and also proved to be rather chatty at appropriate times.,times,11.9929950463
1301,"well worth a visit, recommend booking a table if going peek times, or if there are afew of you.",visit table times afew,11.9929950463
1335,the wine was nice and we had a great evening.,wine evening,11.9929950463
636,limoncello and limonbucca (don't ask) were just right to top off the evening.,limoncello limonbucca evening,11.9929950463
216,lovely evening.,evening,11.9929950463
1201,thank you for a perfect evening once again to all at fiddies!,thank evening fiddies,11.9929950463
321,"food was amazing, really authentic italian food, enjoyed every bites.",food food bites,11.9609242943
1200,"thank you, tony from bristol.",thank bristol,11.9599054791
381,the food tastes amazing.,food tastes,11.9576675643
339,the food is authentic and tasteful and the personel is very friendly.,food personel,11.9475136309
1325,"were not disappointed, warm welcome by the boss and good care and good food through out.",welcome boss care food,11.9475136309
376,"the food is absolutely delicious, the staff is very friendly and the chefs very good indeed to produce such authentic tasty italian food!",food staff tasty food,11.9475136309
1067,the service was decent and the food was fresh.,service food,11.9475136309
255,"made to feel so welcome, really wholesome feel great food!",feel food,11.9475136309
767,"it is basic and not too inviting from the outside but the quality of food and service is fantastic, so make sure you go in.",outside quality food service sure,11.9475136309
910,definitely recommend this place if you are looking for a great quality authentic italian food with reasonable price!,place quality food price,11.9475136309
1235,come here all the time and the food is just amazing????,time food,11.9475136309
918,place is easy to miss but well worth a visit if you've got the time and food is decently priced.,place visit time food,11.9475136309
897,this place is about simple food and excellent service.,place food service,11.9475136309
896,"if you're looking for an unhurried, friendly place with seriously excellent food, this is the place for you.",place food place,11.9475136309
346,you won't be let down on the food or the price.,food price,11.9475136309
389,"good food, wine and service make this a pleasant experience in overall.",food wine service experience,11.9475136309
1068,"service, food, drink & prize!",service food drink prize,11.9475136309
1069,":)
for a deservedly busy restraint the service couldn't have been betterthe food was standard fare but good.",service food fare,11.9475136309
306,the food was absolutely fantastic!!!,food,11.9475136309
1204,thank you for the excellent food and service .,thank food service,11.9475136309
1194,if you're looking for authentic tasty italian food look no further.,tasty food further,11.9475136309
409,no fuss and cover ups just great food and amazing service!,fuss food service,11.9475136309
732,"the welcome by neo was overwhelming, the food as good and abundant as yesterday.",neo food yesterday,11.9475136309
884,would recommend this place to anyone who is interested in good italian food.,place anyone food,11.9475136309
1124,"staff, food and atmosphere excellent.",staff food excellent,11.9475136309
452,excellent home made italian food and a very charming staff.,home food staff,11.9475136309
1134,"friendly staff, top notch food.",staff notch food,11.9475136309
1142,"very friendly staff, great service, wonderful food.",staff service food,11.9475136309
1143,the staff are warm and welcoming and the food was amazing.,staff welcoming food,11.9475136309
370,"the food is delicious, the staff are more than helpful and fid couldn't have been more hospitable, he is a laugh and a half.",food staff fid laugh half,11.9475136309
387,the food was excellent as well as the wine that was paired with the food.,food wine food,11.9475136309
1280,great value italian food with friendly service.,value food service,11.9475136309
355,food was delicious & service was second to none.,food service none,11.9475136309
318,"great food, enjoyed fiddie's company and good wine.",food fiddie company wine,11.9475136309
319,the food is spectacular and fiddie's service is overwhelming!,food fiddie service,11.9475136309
969,"the question is why: because of the food, because of neo or because of emma?",question food neo emma,11.9475136309
367,great food and staff.,food staff,11.9475136309
366,food was tasty and very generous in size.,food size,11.9475136309
369,this doesn't really matter though as the great food is rounded off with terrific staff with character.,food staff character,11.9475136309
365,"the food is great - simple, fresh and delicious.",food simple,11.9475136309
307,the food is delicious and accommodates gluten free as well.,food accommodates,11.9475136309
362,the food was excellent and the service thereafter was on time and attentive.,food service time attentive,11.9475136309
327,"food really delicious, served piping hot.",food hot,11.9475136309
360,food ok. good service and staff.,food service staff,11.9475136309
359,overall-great italian food with great service in modern looking space.,food service space,11.9475136309
326,excellent italian food with a gracious host.,food host,11.9475136309
316,"but honestly, the food was worth the experience either way!",food experience way,11.9475136309
354,"the food, very very good and the service amazing!",food service amazing,11.9475136309
353,both times the food has been lovely and the service was excellent.,food service,11.9475136309
946,price of food honest.,price food honest,11.9475136309
311,the food was above average.,food average,11.9475136309
4,just one advice book before to avoid disappointment.,advice book disappointment,11.9429523765
1285,very good value for money lunch menu which is very popular with locals.,value money lunch menu locals,11.9157714327
128,"these seem to use either dull black and white colours, or vibrant bright colours, both of which are incorporated into some of the photographs.",colours colours photographs,11.8845642656
744,we are here two nights out of three on a short visit to london.,nights visit,11.871782925
1322,went here a few weeks ago with my partner.,weeks partner,11.871782925
101,it was located near camden and we were staying in kensington so we had to get a few different tubes and hail down a taxi to get to the place.,camden kensington tubes taxi place,11.8607429183
80,"the bread was pretty average when it came to flavour, although some oil had been used to improve things in this area.",bread oil things area,11.85785564
592,"i will be trying new things each time
went there for the second time today.",i things time time today,11.850783215
1073,the warmest service - just ask for george clooney's much younger greek brother.,service george clooney brother,11.8481406425
184,had a quick dinner here while on a business trip in the uk.,dinner business trip uk,11.8434727559
194,will definitely return as they serve very nice and uncomplicated italian dishes.,dishes,11.7440843452
846,we were 6 people who all had different dishes and all really enjoyed what they had.,people dishes,11.7440843452
808,"real pancetta was used, which was a plus, but there were a lot of chewable hard bits, which in the end i just swallowed whole.",pancetta lot bits end i,11.716275932
260,fiddie himself offered us frank advice on what to eat.,fiddie advice,11.7056316226
88,"and let me tell you this was the best bruschetta i have ever had, even compared to the ones i have had in italy on various occasions - and that is something coming from a half italian!",bruschetta i ones i italy occasions something,11.6948202844
1292,vegetarian).,vegetarian,11.6873653067
1293,being vegetarians sometimes there is limited choice but not here-there was plenty to choose from.,vegetarians choice,11.6873653067
1284,also good value for money for londoners with tastecard discount.,value money londoners discount,11.6766952936
1220,"thanks
this was the first time coming here and of course i was enticed by the rating on tripadvisor.",thanks time course i rating tripadvisor,11.661941914
1121,the staff are attentive to the smallest of details.,staff details,11.6589144509
116,from 7pm-11pm the chef was smiling and so were all the staff!,chef staff,11.6495753189
121,the chillies were mild though and they were hard to notice within the sauce due to its strong flavour.,chillies sauce flavour,11.6288246209
1344,"how does that work in london - or anywhere else, for that matter???",work matter,11.6205822805
126,top class.,class,11.6204806625
1197,the team at fiddie's were first class too.,team fiddie class,11.6204806625
672,the manager is so bubbly and attentive that our experience was really really pleasurable.,manager experience,11.6200418894
675,the manager really went out of his way to accommodate us and ensure we were comfortable.,manager way,11.6200418894
852,please see photos provided!,photos,11.6153334963
214,"in my estimation, it deserved the accolades.",estimation accolades,11.5940171789
238,this was an experience and a proof that good service does well to your mood as well.,experience proof service mood,11.5497911516
68,"if you love italian, then get down to fiddie,s & fill your boots.",boots,11.5203930201
949,"price was so so good, we even got £1 refills for our wine, although not sure if that was standard or some kind of congratulatory mass-eating award.",price £1 refills wine standard kind award,11.5036631655
977,"highly recommend it
we popped in on recommendation and fiddie's did not disappoint.",recommendation fiddie disappoint,11.475026117
1338,small but good wine selection.,wine selection,11.4746024666
1308,you would feel welcome and i must say is one of those waiters who knows how to bring a smile to your face.,waiters smile face,11.4652041345
529,i travelled 1h 30min as i needed to see if the reviews for fiddie's on this website were true and i can ensure you every single positive review is true.,i i reviews fiddie website i review,11.4434405164
58,"despite these bits being in contrast to the rest of the sauce, they were still not too thick.",bits contrast rest sauce,11.4424664082
202,no doubt i will definitely be returning and would advise other reviewers to do the same.,doubt i reviewers,11.4341103337
923,it was a pleasure to eat here.,pleasure,11.4327996612
1163,"had us in stitches, best evening i've had in a long time.",stitches i time,11.4170432218
1028,i'd read the reviews but as an italian i walked in a bit sceptical.,reviews i bit,11.4014762307
1058,there is one server who pretty much runs the whole floor.,server floor,11.3936081095
265,fiddie's has just opened its doors in swiss cottage.,fiddie doors cottage,11.3932658716
1241,will definitely go there again next time i come down from sheffield.,time i sheffield,11.3640518789
1350,"ca hearty ah yes indeed, we leave the good full stomach and wallet too because you ca not cost ...
wonderful local hot spot.",yes stomach wallet spot,11.3528297339
981,"best to make a reservation as the premises are small and it is very popular, i can see why !",reservation premises,11.3523994486
1195,tatar avocado for starter was truly memorable.,tatar avocado starter,11.3346848972
1184,very cosy as it only has 9 tables.,tables,11.3118138663
1314,free watermelon was handed out to everyone too.,watermelon everyone,11.2999729742
1034,excellent bruschetta - overflowing with ripe tomatoes.,ripe tomatoes,11.2731718009
266,"fiddie's is tasty, intimate and fun.",fiddie fun,11.2531202383
639,definitely planning to return as the location works well for me!,location,11.2353960996
71,"ordered a bottle of wine, which we were then advised was sold out- without hesitation we were offered an alternate choice for free because it was my birthday!",bottle wine hesitation choice birthday,11.1850693544
719,"from the moment they say hello to the moment you leave, you feel a part of the family.",moment moment part family,11.1697120363
286,we visited fiddie's for the first time on a trip back to swiss cottage where we once lived.,fiddie time trip cottage,11.1432658716
136,if we ever come back to london suisse cottage we'll definetly come back here.,cottage,11.1432658716
138,don't stay in swiss cottage without a visit to fiddies!,cottage visit fiddies,11.1432658716
1274,we wanted to try somewhere different so took the tube to swiss cottage.,tube cottage,11.1432658716
1196,would highly recommend coming here for tea.,tea,11.1291595552
757,"ok, slight exaggeration!",ok exaggeration,11.1162972892
812,we were not dissapointed!myself and my partner had excellent bruschetta starter (which for us were large enough to share).,partner bruschetta starter share,11.1152172436
231,we previously went there and because it was such a good experience we wanted to come back.as a starter we ordered antipasto- it was simply delicious!,experience back.as starter,11.1152172436
69,washed down by a bottle of chianti.,bottle chianti,11.0121588583
271,we came across fiddie's italian kitchen during our visit to london and boy were we happy about it.,fiddie kitchen visit,11.0084498939
104,however on this case we found fiddie's totally lived up to our expectations and more!,case expectations,10.9959492881
55,wine a bit expensive i guess to compensate.,bit i guess,10.9739143905
1137,"staff were friendly enough and prices reasonable but i didn't walk away saying ""wow"" to myself and thinking i can't wait to eat there again.",staff prices i wow i,10.9567857828
600,"i would highly recommend a visit to fiddie's, if in the area i'll definitely be returning.",i visit area i,10.9539047353
1207,thank you again for your amazing hospitality from the southampton family.,thank hospitality southampton family,10.9105679878
1234,"every time my family and i come here, we're greeted by the warm and super friendly host who makes us feel right at home!",time family i warm host home,10.8901816462
127,"clooney family
i was greeted by fiddie and immediately felt welcomed.",clooney family i fiddie,10.8901816462
29,i ate at fiddies with my family.,ate fiddies family,10.8754103097
651,"londoners, make time to visit fiddie's.",londoners time fiddie,10.8367377427
463,the host/owner was very friendly and even gave us a free round of drinks on 2 separate occasions.,host/owner round drinks occasions,10.8303138498
847,you could see how popular it is because people were queuing out the door.,people door,10.8179737034
199,we were made to feel welcomed as soon as we walked through the door!,door,10.8179737034
111,and the cheesecake - homemade & so yummy!,cheesecake homemade,10.8138257878
1270,"definitely worth the trip, despite the dual carriageway in the background!",trip carriageway background,10.8055404224
24,"so if you happen to be in this area at lunchtime, it is highly recommended.",area lunchtime,10.8037215851
1052,fortunately the sauce was much better as the mix of tomato and garlic tasted really great.,sauce mix tomato,10.7854357081
979,where to start... we went to fiddie's because of the very good recommendations here on tripadvisor and we have not been disappointed.,recommendations tripadvisor,10.7688219957
956,"only 2 of us and had no problems getting a table, but was busy the whole time.",problems table time,10.7428361742
254,"however, overall my feedback is excellent.",feedback,10.7384390454
1309,"when we asked our waitress, she apologized and said it was coming up.",waitress,10.6819237736
1174,"the surroundings are modern, clean and fresh.",surroundings,10.6816598902
1079,"service was ok and the prices are reasonable but with so much choice nearby, why go there?",service prices choice,10.6783975044
445,it is definitively a hit with wonderful prices.,hit prices,10.6783975044
1172,"the real surprise was when the bill came at the end - the prices are extremely fair!so happy that we found this place, and can't wait for our next visit!",surprise bill end prices place visit,10.6783975044
950,prices are unbelievable (low).,prices,10.6783975044
21,if we are back in the area will definitely return.,area,10.6755164569
1327,if you're in the wider london area this place really is worth travelling to.,wider area place,10.6755164569
638,as long standing locals very happy to recomend fiddies.,locals fiddies,10.674265398
745,"however, it can be a little noisy as it's on a main road but that's the only fault i could find which isn't within their control.",noisy road fault i control,10.6708465777
1171,we arrived for a quick and early supper and were greeted warmly by fiddie and his staff.,supper fiddie staff,10.6492892053
1170,three of us went there for supper.,supper,10.6492892053
653,even though it's easy to copy in looks.,looks,10.6490934751
1191,if you want a very taste of italy just get there and let your taste buds go crazy.,taste italy taste buds crazy,10.624213583
247,we ate here on a family trip to london.,family trip,10.6117933678
305,the folkestone family .,folkestone family,10.6117933678
894,place is small but it felt like you're with family.,place family,10.6117933678
240,"it is seriously overrated here,
went as a family of four.",family,10.6117933678
1202,"thank you see you again soon xenoulla thrasyvoulou
it's like dining with the family.",thank family,10.6117933678
131,after some hurried consultation we left and found somewhere more appealing down the road.,consultation road,10.5846049573
657,loves this place.,loves place,10.5732613443
533,i can only assume they mistook fiddie's insouciance and deadpan manner as stand-offishness!!!,i insouciance manner,10.5679734739
579,i normally avoid finchley road (about the only place i'll willingly eat at is sprinkles gelato) so i hadn't seen this tiny new spot.,i road place i gelato spot,10.5597354665
1238,"every time i am around finchley road, i will think of fiddie's.",time i finchley road i fiddie,10.5597354665
405,this is no frills at its best.,frills,10.5342036777
810,but the best part of fiddie's is fiddie himself!,part fiddie,10.5309075028
1113,very enjoyable evening spent at fiddies while staying at the marriott regents park.,spent fiddies marriott regents park,10.5090374008
942,very clean and pleasant premises.,premises,10.4808411426
297,we walked into fiddles on the cuff and i'm thankful we did.,fiddles cuff i,10.4335729764
634,it's just lettuce.,lettuce,10.4132561027
92,it looks like an ordinary caff.,caff,10.4064376719
1218,thanks neo and crew.,thanks neo crew,10.3527718327
1219,thanks for a great start to our weekend.,thanks start weekend,10.3527718327
1211,many thanks and see you again soon.,thanks,10.3527718327
727,the mushrooms weren't really anything special as they were firm and weren't really juicy.,mushrooms anything firm,10.3302893567
42,pitched up at 7 on a bank holiday friday.,bank holiday friday,10.3086794019
763,"and as a main both of us order the livers ""fegato alla veneziana"".",order livers alla veneziana,10.2704674139
1277,they showed me their san valentine menu - enchanting!!!,valentine menu enchanting,10.2567983574
1123,we were made to feel so welcome by the staff and fiddie himself!we all left feeling as if we visited fiddie's home rather than his place of work!can't wait to go back to sample the rest of the menu!,staff fiddie feeling fiddie home place work rest menu,10.2531011382
708,"extensive menu, great value for money.",menu value money,10.2421295951
1246,see you next time we're at our flat in finchley road.,time road,10.2337933234
145,"we had 3 courses, and each of them was delicious, and extremely big!!!",courses,10.2177901477
434,"the lovely guy, maybe he was fiddie himself (maybe not, but why break the illusion?)",guy illusion,10.1461653604
425,"glad it is so close to my office, i can see myself trying the whole menu....just give me time!",glad office i menu time,10.1394361603
662,"our lunch was accompanied by two glasses of trebbiano, a large bottle of sparkling water, and a glass of red.",lunch glasses trebbiano bottle water glass,10.1292739995
624,it's not the kind of place to linger for a 2 hour dinner.,kind place hour dinner,10.1236640634
44,from belgium.,belgium,10.122172477
505,"i waited for the drink for a good five minutes, and then it turned out the waiter/owner had forgotten what i'd ordered.",i drink minutes waiter/owner,10.1094720403
903,we noticed that the place was getting full and there were numerous take out orders.,place orders,10.1019251916
52,that bit we could see for ourselves.,bit,10.1011986027
1305,we most certainly will return on future visits to london and would highly recommend it.,visits,10.0941632272
616,we will be back in july for sure and have recommended you to anyone who visits london as your resturant really is the best!!!,july anyone resturant,10.0890064822
718,the moment we walked in we were smiling.,moment,10.028036859
721,from the moment we came in till the moment we left the restarant everything was top noch.,moment till moment restarant everything noch,10.028036859
1075,the service we received was exceptional from the moment we walked in.,service moment,10.028036859
106,no high chair for the little ones but it was fortunate enough that our son is able to sit on a normal adult chair.,chair ones son adult chair,9.96020864563
459,and the hospitality was the best we found on our trip.,hospitality trip,9.92881598999
183,we recently enjoyed dinner (twice!),dinner,9.85960137923
902,"other than that, it's a great place to have lunch or dinner there.",place lunch dinner,9.85960137923
47,the bill wasnt expensive and we really enjoyed the dinner.,bill dinner,9.85960137923
188,"had a great dinner at this place, very tasty.",dinner place,9.85960137923
190,we went to fiddie's for dinner tonight.,dinner tonight,9.85960137923
18,doesn't look anything from the street and we were a little apprehensive until we were so warmly greeted by the staff.,anything street staff,9.84571249034
49,and the bill was less than forty quid!!!!!,bill forty quid,9.84277294723
717,less than five minutes later we were seated and told to take our time!,minutes time,9.83566251648
716,we had to wait a few minutes for a table but it was well worth the wait.,minutes table wait,9.83566251648
715,"and being told we would have to wait 5 minutes for our booked table, we were offered a glass of prosecco each on the house!",minutes table glass prosecco house,9.83566251648
1281,good value for money.,value money,9.83458710529
1288,value for money was pretty good ( about £65 for the 2 of us inc wine ) .,value money £65 wine,9.83458710529
1286,great value for money and very personable service.,value money service,9.83458710529
1287,great value for money and very friendly staff.,value money staff,9.83458710529
570,i would definitely recommend making a reservation as it gets very busy and it's pretty obvious why.,i reservation,9.81674122434
539,i expected a lot seeing all the great reviews for fiddie.,i lot reviews fiddie,9.73475437441
1029,saw the positive reviews and thought i'd check it out on a recent visit to london.,reviews i visit,9.73475437441
530,now to fiddie: i think i read in one of the reviews that they found 'the staff' (that's fiddie at front of house!),i i reviews staff front house,9.73475437441
760,even just italian ones.,ones,9.70927935748
758,the olives that came with it was of low quality and didn't taste good too.,olives quality,9.69517922856
1256,"one tip, if driving go after 7pm when parking restrictions are over.",tip parking restrictions,9.6944079793
222,"despite everything else being so good, the chillies were unfortunately hard to notice.",everything chillies,9.67606772903
132,it's pretty fast but very good italian cooking.,cooking,9.66105068173
680,"so far i've had the margherita, pollo milanaese, bolognaise and carbonara - yummy the lot!",margherita milanaese bolognaise carbonara lot,9.60124230845
814,"my partner ordered spaguetti carbonara and again, really tasty.this is the second time we go to fiddie's and i am sure we will be back very soon!!!",partner carbonara time,9.60124230845
1055,"moreover, the seating is not particularly comfortable.",seating,9.58602291667
703,the menu had so many options we just couldn't decide!,menu options,9.55806859676
1158,we shared the starters but we were given enough to share between the three of us without asking.,starters share,9.50150656174
86,bruchetta for starters was absolutely delicious and highly recommended.,bruchetta starters,9.50150656174
1154,starters and main course excellent.,starters course excellent,9.50150656174
1102,the smile helps but an extra pair or two of capable hands would help.,smile pair hands,9.4675542145
707,"menu tipico italian, but thats what you go for.",menu tipico,9.41577377037
1306,when we arrived there was a slight wait we were seated outside with a drink which was very refreshing in the hot weather and given a menu to browse while they sorted out a table for us.,wait drink weather menu table,9.41577377037
698,we sat down and had the menu.,menu,9.41577377037
699,"great menu choice, highly recommended!",menu choice,9.41577377037
706,"brilliant menu, excellent service.",menu service,9.41577377037
663,"lunch menu seems exceptional value, should you be able to make it.",lunch menu value,9.41577377037
921,we asked for this to be split into two plates so we could both have half of each with out stealing more of one another's!,plates half,9.4073651476
438,we left half of it on the plates.,half plates,9.4073651476
450,"home cooked and dished up in the same way, all adding to the charm, delicious and we both had clean plates.",home cooked way charm plates,9.4073651476
1086,"you want a serviette, yes!!!",serviette,9.38188664462
927,we were disappointed up to this point because the reviews talked so highly of this place.,point reviews place,9.36876657433
1251,"went for the first time yesterday, after reading others' reviews.",time yesterday others reviews,9.36876657433
887,"a very popular place
cant understand why this place has got such excellent reviews.",place cant understand place reviews,9.36876657433
725,"would definitely come back again, especially to see the lovely mr fiddie himself!!!!",mr fiddie,9.31962227354
169,when i heard it was on deliveroo i was ecstatic!,deliveroo i,9.30142394385
485,i would say average is a bit unfair but next up is very good and it certainly wasn't that .,i average,9.30142394385
531,"i was so glad i stopped here before my trip ended, because coming here definitely ended my trip on a high note.",i i trip trip note,9.30142394385
511,i just wished fiddie's was in barnet!,i fiddie barnet,9.30142394385
282,"well in fiddie,s you get both.",fiddie s,9.30142394385
1088,it's a shame i don't live local otherwise i'd be in there weekly!,shame i otherwise i,9.30142394385
504,i really didn't enjoy my dish either but it was tolerable.,i dish,9.30142394385
1237,"visited for the second time and was hoping that i wouldn't be disappointed, as i enjoyed fiddie's so much the first time.",time i fiddie time,9.30142394385
594,i really enjoyed the time in fiddies!,i time fiddies,9.30142394385
489,i'm a canadian and travel to london often.,i canadian travel,9.30142394385
201,without a doubt the best garlic bread i have ever had!,doubt bread i,9.30142394385
562,overall i recommend the place.,i place,9.30142394385
593,i will return every time i come to london!,i time,9.30142394385
568,as an italian i cannot really appreciate the quality and i am very puzzled by the high ranking.,i quality i ranking,9.30142394385
481,i would highly recommend to you to go.,i,9.30142394385
565,i would recommend this place to everyone.,i place everyone,9.30142394385
526,i don't think i could eat anywhere else now!!!!,i i,9.30142394385
192,every dish i had was outstanding.,dish i,9.30142394385
857,the pinot grigot blush was lovely.,pinot blush,9.2360707029
70,"we had s bottle of pinot grigio and our bill came to well less than £40, so not expensive.",bottle pinot grigio bill £40,9.2360707029
474,we are in no hurry to go back.,hurry,9.22741350023
257,fantastic atmosphere- feels like you are at one big party!!,feels party,9.21584449641
1026,there's a very refreshing atmosphere in the restaurent and the service is very friendly and swift.,restaurent service swift,9.15531349715
761,they also have gluten free options.,options,9.07773097015
1120,very friendly staff and authentic italian cuisine (this comment comes from an italian).,staff cuisine comment,8.99670149352
276,"fiddie's takes pride in simple italian fare, cooked to perfection!",fiddie pride fare perfection,8.9609872078
